Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
3.5430     3375476895348157.0000       2.4575 3375476895348154.5000  2611386406429437440.0
3.5440     3362240544421822.5000      10.6591 3362240544421812.0000  2601146304674507264.0
3.5450     3349056096844936.5000      -1.6378 3349056096844938.0000  2590946357157171712.0
3.5460     3335923213441698.0000      -0.3921 3335923213441698.5000  2580786301479200768.0
3.5470     3322841830121346.5000      -0.2093 3322841830121346.5000  2570666088057761792.0
3.5480     3309811740947612.0000      -0.1795 3309811740947612.0000  2560585557573388800.0
3.5490     3296838125161703.0000     549.5522 3296838125161153.5000  2550548716866913792.0
3.5500     3283915368411291.5000      -0.1335 3283915368411291.5000  2540551222481249280.0
3.5510     3271037924370849.0000      -0.3577 3271037924370849.5000  2530588783584656384.0
3.5520     3258210979383675.5000      -0.0663 3258210979383675.5000  2520665412513242624.0
3.5530     3245434333460994.0000      -0.0924 3245434333460994.0000  2510780954548729856.0
3.5540     3232707789930192.5000       2.0810 3232707789930190.5000  2500935257538338816.0
3.5550     3220031151465580.5000      -0.1507 3220031151465580.5000  2491128168824052736.0
3.5560     3207404223039426.0000      -0.3196 3207404223039426.5000  2481359537525625344.0
3.5570     3194826806884961.0000      -0.7315 3194826806884961.5000  2471629210643803136.0
3.5580     3182298712158218.5000      -0.3212 3182298712158219.0000  2461937040535051264.0
3.5590     3169819746409819.5000      -0.7555 3169819746409820.5000  2452282878313832960.0
3.5600     3157389713933271.5000      -0.4388 3157389713933272.0000  2442666572574792192.0
3.5610     3145008424808074.5000      -1.5339 3145008424808076.0000  2433087976388823040.0
3.5620     3132748191467608.5000  684603.9916 3132748190783004.5000  2423603032641515008.0
3.5630     3120687367153857.0000      -0.2677 3120687367153857.5000  2414272359716778496.0
3.5640     3108450002658899.0000       1.6977 3108450002658897.5000  2404805108633916416.0
3.5650     3096260624824666.5000      -0.6174 3096260624824667.0000  2395374981701923840.0
3.5660     3084119045768082.5000      -0.4918 3084119045768083.0000  2385981833567908352.0
3.5670     3072025077513710.0000      -0.1825 3072025077513710.0000  2376625518807531008.0
3.5680     3059978536860031.5000      -0.0860 3059978536860031.5000  2367305895689722368.0
3.5690     3047979232217718.5000      -0.3371 3047979232217719.0000  2358022815994309632.0
3.5700     3036026982622775.5000      -1.1421 3036026982622776.5000  2348776139721247744.0
3.5710     3024121601786197.5000      -0.2180 3024121601786197.5000  2339565722750877184.0
3.5720     3012262906337339.5000      -0.3386 3012262906337340.0000  2330391423221287936.0
3.5730     3000450712544730.0000      -0.2222 3000450712544730.0000  2321253098991416320.0
3.5740     2988684839572723.5000      -0.7906 2988684839572724.5000  2312150610160515072.0
3.5750     2976965105266136.0000      -0.6103 2976965105266136.5000  2303083815806992640.0
3.5760     2965291328206166.5000      -0.4913 2965291328206167.0000  2294052575578951424.0
3.5770     2953663328436508.5000      -0.5433 2953663328436509.0000  2285056750255929088.0
3.5780     2942080928642496.0000      59.9308 2942080928642436.0000  2276096202661082112.0
3.5790     2930543948148977.5000      -0.3021 2930543948148978.0000  2267170793017965568.0
3.5800     2919052206686173.5000      -1.7147 2919052206686175.0000  2258280381863463936.0
3.5810     2907605527761146.0000      -0.0253 2907605527761146.0000  2249424832656542208.0
3.5820     2896203691582149.5000       2.5488 2896203691582147.0000  2240603975358657536.0
3.5830     2884846566677876.5000      -0.2559 2884846566677877.0000  2231817708259035392.0
3.5840     2873534018994824.0000      -0.0387 2873534018994824.0000  2223065927649213696.0
3.5850     2862265832678665.0000      -0.4747 2862265832678665.5000  2214348466536775680.0
3.5860     2851041834406095.0000      -0.6078 2851041834406095.5000  2205665190832779520.0
3.5870     2839861837330769.5000     672.7888 2839861837330096.5000  2197015955985869568.0
3.5880     2828725680298928.5000     332.4702 2828725680298596.0000  2188400637323193856.0
3.5890     2817633204692229.0000     327.9092 2817633204691901.0000  2179819112131036928.0
3.5900     2806584226914594.5000     357.6061 2806584226914237.0000  2171271238373318144.0
3.5910     2795578575221618.0000     385.0628 2795578575221233.0000  2162756883182614528.0
3.5920     2784616080479364.0000     420.1758 2784616080478944.0000  2154275915711019520.0
3.5930     2773696574163759.0000     457.9044 2773696574163301.0000  2145828205582448384.0
3.5940     2762819887908452.0000     497.8374 2762819887907954.0000  2137413622542832896.0
3.5950     2751985853854323.0000     498.0176 2751985853853825.0000  2129032036730547712.0
3.5960     2741194301456910.5000     521.4349 2741194301456389.0000  2120683316206413056.0
3.5970     2730445069838852.0000     465.1799 2730445069838387.0000  2112367336510182144.0
3.5980     2719737989485462.5000     386.4057 2719737989485076.0000  2104083966499350016.0
3.5990     2709072895425955.5000     185.3937 2709072895425770.0000  2095833078546852096.0
3.6000     2698449621292742.5000     203.8166 2698449621292538.5000  2087614543944667136.0
3.6010     2687868004848016.0000     176.4622 2687868004847839.5000  2079428237180186368.0
3.6020     2677327884348229.0000     227.8630 2677327884348001.0000  2071274033122875648.0
3.6030     2666829095203283.5000     256.5684 2666829095203027.0000  2063151804440185856.0
3.6040     2656371475090013.0000     441.8339 2656371475089571.0000  2055061425553126144.0
3.6050     2645954864141951.0000     552.1593 2645954864141399.0000  2047002772783614464.0
3.6060     2635579100681323.0000     843.0922 2635579100680480.0000  2038975721051898624.0
3.6070     2625244024780088.0000    1086.2971 2625244024779001.5000  2030980146632256768.0
3.6080     2614949475192138.5000    1814.7466 2614949475190324.0000  2023015924778676992.0
3.6090     2604695295416103.0000    2233.2640 2604695295413869.5000  2015082934416864512.0
3.6100     2594481324619386.0000    1964.4749 2594481324617421.5000  2007181051121419776.0
3.6110     2584307406840945.0000    1682.7878 2584307406839262.0000  1999310154234929152.0
3.6120     2574173383013029.0000    1444.6324 2574173383011584.5000  1991470120697001728.0
3.6130     2564079098547806.0000    1172.2530 2564079098546633.5000  1983660830913169152.0
3.6140     2554024403023298.0000    1114.6468 2554024403022183.5000  1975882168511563008.0
3.6150     2544009135460589.0000     840.6875 2544009135459748.5000  1968134008953623296.0
3.6160     2534033137352714.0000     701.0799 2534033137352013.0000  1960416229612574208.0
3.6170     2524096259060518.0000     598.3116 2524096259059919.5000  1952728714722433024.0
3.6180     2514198348037456.0000     502.7681 2514198348036953.0000  1945071346267906048.0
3.6190     2504339250307028.5000     485.0577 2504339250306543.5000  1937444005127360512.0
3.6200     2494518813056602.5000     526.5888 2494518813056076.0000  1929846573079638016.0
3.6210     2484736883817752.5000    1130.7492 2484736883816622.0000  1922278932169469696.0
3.6220     2474993312068019.0000    1488.2771 2474993312066530.5000  1914740965948067328.0
3.6230     2465287951501078.5000    1931.6295 2465287951499147.0000  1907232561227510784.0
3.6240     2455620648212188.5000    1771.2786 2455620648210417.0000  1899753598942267136.0
3.6250     2445991254807196.5000       5.2895 2445991254807191.0000  1892303965063866112.0
3.6260     2436399620650071.0000      -0.9991 2436399620650072.0000  1884883543052427264.0
3.6270     2426845599817005.5000      -0.0494 2426845599817005.5000  1877492220017570560.0
3.6280     2417329043857701.0000      -0.9277 2417329043857702.0000  1870129881112985344.0
3.6290     2407849806004316.0000      -0.0205 2407849806004316.0000  1862796412793958144.0
3.6300     2398407739599208.5000      -0.0601 2398407739599208.5000  1855491701601035520.0
3.6310     2389002698564038.5000      -0.0210 2389002698564038.5000  1848215634522928384.0
3.6320     2379634539042700.5000      -0.0449 2379634539042700.5000  1840968100267546880.0
3.6330     2370303114124774.5000      -0.3450 2370303114124775.0000  1833748985179877376.0
3.6340     2361008281275819.5000      -0.1243 2361008281275819.5000  1826558178990314496.0
3.6350     2351749898172198.0000      -0.3168 2351749898172198.5000  1819395571592340224.0
3.6360     2342527820259113.5000      -0.9800 2342527820259114.5000  1812261051153332224.0
3.6370     2333341905835959.0000      -0.1524 2333341905835959.0000  1805154508048767744.0
3.6380     2324192033087557.5000       5.4421 2324192033087552.0000  1798075848038184448.0
3.6390     2315078039504432.0000      -0.1719 2315078039504432.0000  1791024945398606592.0
3.6400     2305999764762784.5000      -0.8012 2305999764762785.5000  1784001676097952000.0
3.6410     2296957088518459.5000      -0.0889 2296957088518459.5000  1777005947033795584.0
3.6420     2287949874133655.5000       3.3947 2287949874133652.0000  1770037652498378240.0
3.6430     2278977978929638.0000      -1.8158 2278977978929640.0000  1763096682110473984.0
3.6440     2270041265312109.0000      -0.0907 2270041265312109.0000  1756182929422332416.0
3.6450     2261139597459555.0000    2339.7915 2261139597457215.0000  1749296289355900416.0
3.6460     2252272836201947.5000      -0.1946 2252272836201947.5000  1742436654249829632.0
3.6470     2243440844631792.2500      -0.1191 2243440844631792.2500  1735603918182286848.0
3.6480     867120032885431168.0000 1238050697.8617 867120031647380480.0000  670834235751176470528.0
3.6490     3451209012558363648.0000       4.3685 3451209012558363648.0000  2669975408085887352832.0
3.6500     3437675550052977664.0000       0.1014 3437675550052977664.0000  2659505450472729739264.0
3.6510     3424195157234272256.0000      -0.5273 3424195157234272256.0000  2649076549416227176448.0
3.6520     3410767626020999168.0000      -0.2895 3410767626020999168.0000  2638688543937483767808.0
3.6530     3397392749088985088.0000      -1.1293 3397392749088985088.0000  2628341273643303567360.0
3.6540     3384070320009340928.0000      -0.5308 3384070320009340928.0000  2618034578833112825856.0
3.6550     3370800133020220416.0000      -0.5705 3370800133020220416.0000  2607768300322386608128.0
3.6560     3357581978263553536.0000      18.4974 3357581978263553536.0000  2597542275757617709056.0
3.6570     3344415656773771776.0000      -0.4189 3344415656773771776.0000  2587356351212117557248.0
3.6580     3331300970355247616.0000      -0.0895 3331300970355247616.0000  2577210373354850615296.0
3.6590     3318237711514715136.0000      -0.1889 3318237711514715136.0000  2567104181661804265472.0
3.6600     3305225678502903808.0000       1.2062 3305225678502903808.0000  2557037620052722450432.0
3.6610     3292264670413818880.0000      -0.1259 3292264670413818880.0000  2547010533099734302720.0
3.6620     3279354487202330624.0000      -0.1027 3279354487202330624.0000  2537022766040965185536.0
3.6630     3266494929630334976.0000      -0.7314 3266494929630334976.0000  2527074164738884108288.0
3.6640     3253685799108341248.0000      -0.9778 3253685799108341248.0000  2517164575557748785152.0
3.6650     3240926897920028160.0000    2657.8396 3240926897920025600.0000  2507293845537329512448.0
3.6660     3228218033815958016.0000    2562.5381 3228218033815955456.0000  2497461825946774929408.0
3.6670     3215559005881942016.0000      -1.6123 3215559005881942016.0000  2487668361351875526656.0
3.6680     3202949613930886144.0000       1.1964 3202949613930886144.0000  2477913296880924098560.0
3.6690     3190389668025885696.0000      -0.4858 3190389668025885696.0000  2468196485592122392576.0
3.6700     3177878974339761152.0000      -0.1077 3177878974339761152.0000  2458517777534018912256.0
3.6710     3165417339699893248.0000      -0.6511 3165417339699893248.0000  2448877023261552017408.0
3.6720     3153012701082784256.0000   56057.9546 3153012701082728448.0000  2439280363095939612672.0
3.6730     3140656682379118592.0000      -1.1481 3140656682379118592.0000  2429721316987621605376.0
3.6740     3128341010005324800.0000      -0.3016 3128341010005324800.0000  2420193484204264128512.0
3.6750     3116073631916810240.0000      -0.3209 3116073631916810240.0000  2410703013560834326528.0
3.6760     3103854358777118720.0000      -0.0729 3103854358777118720.0000  2401249758580059930624.0
3.6770     3091683001856607232.0000      -0.5424 3091683001856607232.0000  2391833573254120865792.0
3.6780     3079559373375253504.0000      -0.0414 3079559373375253504.0000  2382454312309855617024.0
3.6790     3067483286043715584.0000      -1.2767 3067483286043715584.0000  2373111830853711298560.0
3.6800     3055454553547187200.0000      -0.0016 3055454553547187200.0000  2363805984746069557248.0
3.6810     3043472990123649536.0000      -0.3072 3043472990123649536.0000  2354536630274967470080.0
3.6820     3031538410846395904.0000      -0.0371 3031538410846395904.0000  2345303624374667706368.0
3.6830     3019650631481125888.0000      -0.0573 3019650631481125888.0000  2336106824515104014336.0
3.6840     3007809468390322688.0000      -0.1424 3007809468390322688.0000  2326946088627901825024.0
3.6850     2996014738935589888.0000      -0.1938 2996014738935589888.0000  2317821275417641222144.0
3.6860     2984266260969944064.0000      -0.6033 2984266260969944064.0000  2308732243969076625408.0
3.6870     2972563853072556032.0000      -1.3397 2972563853072556032.0000  2299678853928739930112.0
3.6880     2960907336044213760.0000     154.6208 2960907336044213760.0000  2290660966661883953152.0
3.6890     2949296528469213184.0000      -0.3198 2949296528469213184.0000  2281678441819006304256.0
3.6900     2937731249779148288.0000      -1.7082 2937731249779148288.0000  2272731139706103267328.0
3.6910     2926211322793022464.0000      -1.0286 2926211322793022464.0000  2263818923249789566976.0
3.6920     2914736569682533376.0000      -0.0155 2914736569682533376.0000  2254941654875901263872.0
3.6930     2903306813354094592.0000      -0.0606 2903306813354094592.0000  2246099197578676273152.0
3.6940     2891921877280451072.0000      -0.0610 2891921877280451072.0000  2237291414790486097920.0
3.6950     2880581585736376832.0000      -0.2283 2880581585736376832.0000  2228518170564180049920.0
3.6960     2869285763685386752.0000       5.1720 2869285763685386752.0000  2219779329485441597440.0
3.6970     2858034236720929792.0000      -0.4772 2858034236720929792.0000  2211074756627292487680.0
3.6980     2846826831158328832.0000      -1.3252 2846826831158328832.0000  2202404317621221588992.0
3.6990     2835663373884236800.0000      -0.0392 2835663373884236800.0000  2193767878540718505984.0
3.7000     2824543692671812608.0000      -0.1321 2824543692671812608.0000  2185165306145104986112.0
3.7010     2813467615845712896.0000      -0.0141 2813467615845712896.0000  2176596467620360224768.0
3.7020     2802434972533511680.0000      16.2637 2802434972533511680.0000  2168061230773628567552.0
3.7030     2791445592285270016.0000      -0.1116 2791445592285270016.0000  2159559463738904936448.0
3.7040     2780499305275127296.0000      -0.0431 2780499305275127296.0000  2151091035132992684032.0
3.7050     2769595942710561792.0000      -0.6918 2769595942710561792.0000  2142655814372122689536.0
3.7060     2758735336300307456.0000       1.7962 2758735336300307456.0000  2134253671260314140672.0
3.7070     2747917318307984384.0000      -0.5058 2747917318307984384.0000  2125884476030865637376.0
3.7080     2737141721735598592.0000      -0.1752 2737141721735598592.0000  2117548099488316653568.0
3.7090     2726408380264991744.0000      -1.3317 2726408380264991744.0000  2109244412963151675392.0
3.7100     2715717128169239040.0000      -0.9181 2715717128169239040.0000  2100973288243253739520.0
3.7110     2705067800430917632.0000      -0.0426 2705067800430917632.0000  2092734597665401077760.0
3.7120     2694460232622733312.0000      -0.5966 2694460232622733312.0000  2084528214022916145152.0
3.7130     2683894260963946496.0000      -0.4019 2683894260963946496.0000  2076354010609318363136.0
3.7140     2673369722366849024.0000      -0.1163 2673369722366849024.0000  2068211861254281101312.0
3.7150     2662886454385072128.0000      -0.2243 2662886454385072128.0000  2060101640283639513088.0
3.7160     2652444295171261440.0000      -0.2532 2652444295171261440.0000  2052023222486647177216.0
3.7170     2642043083506836480.0000      -0.9463 2642043083506836480.0000  2043976483138999156736.0
3.7180     2631682658764952064.0000      -0.8833 2631682658764952064.0000  2035961297974177562624.0
3.7190     2621362861155138560.0000       0.1093 2621362861155138560.0000  2027977543372714016768.0
3.7200     2611083531233506304.0000      -0.0184 2611083531233506304.0000  2020025095983266004992.0
3.7210     2600844510393037824.0000      -1.0148 2600844510393037824.0000  2012103833101924302848.0
3.7220     2590645640488785920.0000      -1.1080 2590645640488785920.0000  2004213632382254448640.0
3.7230     2580486764133885952.0000      -0.0416 2580486764133885952.0000  1996354372064299450368.0
3.7240     2570367724473752064.0000      -0.0781 2570367724473752064.0000  1988525930799893053440.0
3.7250     2560288365294006784.0000      -0.2738 2560288365294006784.0000  1980728187736155750400.0
3.7260     2550248531008132096.0000      -0.0442 2550248531008132096.0000  1972961022505942253568.0
3.7270     2540248066575612416.0000      -0.0334 2540248066575612416.0000  1965224315164513533952.0
3.7280     2530286817712709120.0000      -1.0153 2530286817712709120.0000  1957517946352599826432.0
3.7290     2520364630514630656.0000      -0.0599 2520364630514630656.0000  1949841797004097748992.0
3.7300     2510481351928541696.0000    2193.9306 2510481351928539648.0000  1942195748712005763072.0
3.7310     2500636829219049472.0000      -1.2983 2500636829219049472.0000  1934579683314912460800.0
3.7320     2490830910549400576.0000      -0.0196 2490830910549400576.0000  1926993483346616516608.0
3.7330     2481063444532346880.0000      -0.6811 2481063444532346880.0000  1919437031688675524608.0
3.7340     2471333528478898176.0000    2136.9678 2471333528478896128.0000  1911909629989467455488.0
3.7350     2461641769266540544.0000      -0.0381 2461641769266540544.0000  1904411747750542573568.0
3.7360     2451988764601628672.0000      -1.1986 2451988764601628672.0000  1896943847378334253056.0
3.7370     2442373613002439680.0000      -0.0313 2442373613002439680.0000  1889505231455208341504.0
3.7380     2432796165939131904.0000      -0.2157 2432796165939131904.0000  1882095785073309908992.0
3.7390     2423256275581487616.0000      -0.7857 2423256275581487616.0000  1874715393866037198848.0
3.7400     2413753794649018880.0000      -0.0736 2413753794649018880.0000  1867363943892078821376.0
3.7410     2404288576412459520.0000      -0.0754 2404288576412459520.0000  1860041321636567973888.0
3.7420     2394860474769562624.0000      -0.2332 2394860474769562624.0000  1852747414069721432064.0
3.7430     2385469344223754240.0000      -0.1857 2385469344223754240.0000  1845482108630325526528.0
3.7440     2376115039732828672.0000      -0.3967 2376115039732828672.0000  1838245293108681768960.0
3.7450     2366797416976329728.0000      -0.1535 2366797416976329728.0000  1831036855853462847488.0
3.7460     2357516332026508288.0000      11.3483 2357516332026508288.0000  1823856685517152190464.0
3.7470     2348271641598459904.0000      -0.7553 2348271641598459904.0000  1816704671249561288704.0
3.7480     2339063203007221760.0000      -0.0270 2339063203007221760.0000  1809580702664636497920.0
3.7490     2329890874101251584.0000      -0.3517 2329890874101251584.0000  1802484669788997550080.0
3.7500     2320754513280054272.0000      -0.2664 2320754513280054272.0000  1795416463075572973568.0
3.7510     2311654739939355648.0000    2187.4984 2311654739939353600.0000  1788376561710452178944.0
3.7520     2302590647988215552.0000      -0.5756 2302590647988215552.0000  1781364264710153175040.0
3.7530     2293561341404375296.0000      -0.1205 2293561341404375296.0000  1774378878880666615808.0
3.7540     2284567442029173760.0000      -0.0403 2284567442029173760.0000  1767420885300096532480.0
3.7550     2275608811006723072.0000      -2.0806 2275608811006723072.0000  1760490176544695123968.0
3.7560     2266685310079382528.0000      -0.2165 2266685310079382528.0000  1753586645653539520512.0
3.7570     2257796801610123264.0000      -0.6174 2257796801610123264.0000  1746710186145834336256.0
3.7580     2248943148199569408.0000      -0.4455 2248943148199569408.0000  1739860691724639666176.0
3.7590     2240124213240982528.0000      -0.9662 2240124213240982528.0000  1733038056706228879360.0
3.7600     2231339860579801600.0000      -0.0988 2231339860579801600.0000  1726242175756694454272.0
3.7610     2222589954573208576.0000      -0.0349 2222589954573208576.0000  1719472943938031583232.0
3.7620     2213874360244284416.0000      -0.0142 2213874360244284416.0000  1712730256827397701632.0
3.7630     2205192942937211392.0000      -1.1041 2205192942937211392.0000  1706014010250366025728.0
3.7640     2196545579684881664.0000      40.6067 2196545579684881664.0000  1699324109075302055936.0
3.7650     2187931978116670976.0000     443.8865 2187931978116670464.0000  1692660327114114596864.0
3.7660     2179352143066823168.0000      -0.0161 2179352143066823168.0000  1686022668106744201216.0
3.7670     2170806100078542336.0000      -0.2851 2170806100078542336.0000  1679411151814301581312.0
3.7680     2162293569323179520.0000      -2.3352 2162293569323179520.0000  1672825561751604953088.0
3.7690     2153814419297666048.0000      -0.6710 2153814419297666048.0000  1666265796183303389184.0
3.7700     2145368520585364736.0000      10.9344 2145368520585364736.0000  1659731754988182700032.0
3.7710     2136955740949539840.0000      -0.6734 2136955740949539840.0000  1653223335863301177344.0
3.7720     2128575949549651456.0000       0.6917 2128575949549651456.0000  1646740437585863639040.0
3.7730     2120229012575835136.0000      30.0917 2120229012575835136.0000  1640282956635901788160.0
3.7740     2111914807037411840.0000      -1.5241 2111914807037411840.0000  1633850797863545602048.0
3.7750     2103633210711562496.0000      -0.1765 2103633210711562496.0000  1627443866712968527872.0
3.7760     2095384089582527488.0000      -0.9841 2095384089582527488.0000  1621062059504914923520.0
3.7770     2087167316278630912.0000      -0.3747 2087167316278630912.0000  1614705277700222746624.0
3.7780     2078982763991045120.0000      -0.9815 2078982763991045120.0000  1608373423195169751040.0
3.7790     2070830306324301824.0000      -0.1073 2070830306324301824.0000  1602066398205822631936.0
3.7800     2062709817481785600.0000     463.9747 2062709817481785088.0000  1595784105411540680704.0
3.7810     2054621172060231168.0000      -0.7777 2054621172060231168.0000  1589526447795995148288.0
3.7820     2046564245202312192.0000      -0.8103 2046564245202312192.0000  1583293328765211377664.0
3.7830     2038538912505441792.0000      -0.1327 2038538912505441792.0000  1577084652077018513408.0
3.7840     1616157574560118210560.0000 40038428654.0112 1616157574520079908864.0000  1250315748440163460579328.0
3.7850     6439547807299438379008.0000      -0.6530 6439547807299438379008.0000  4981858305920885199994880.0
3.7860     6414295966997823881216.0000      -0.1077 6414295966997823881216.0000  4962322603397830932430848.0
3.7870     6389143148482636283904.0000       1.0434 6389143148482636283904.0000  4942863507575114039296000.0
3.7880     6364088963550781898752.0000     382.2997 6364088963550781898752.0000  4923480718125309175529472.0
3.7890     6339133025299340460032.0000      -1.2057 6339133025299340460032.0000  4904173935726851935698944.0
3.7900     6314274948365504479232.0000      -0.1796 6314274948365504479232.0000  4884942862249661971824640.0
3.7910     6289514349115027226624.0000      -0.0099 6289514349115027226624.0000  4865787200900934584500224.0
3.7920     6264850845298015076352.0000      -1.3518 6264850845298015076352.0000  4846706655958847381831680.0
3.7930     6240284056168311029760.0000      -0.2634 6240284056168311029760.0000  4827700932864923014266880.0
3.7940     6215813602474354278400.0000      -0.0036 6215813602474354278400.0000  4808769738216953752846336.0
3.7950     6191439106448908353536.0000      -0.0572 6191439106448908353536.0000  4789912779761057410318336.0
3.7960     6167160191805501210624.0000       9.5572 6167160191805501210624.0000  4771129766388923193360384.0
3.7970     6142976380058694844416.0000   14178.7677 6142976380058694844416.0000  4752420327927563356733440.0
3.7980     6118887402256184901632.0000      -0.0998 6118887402256184901632.0000  4733784256306114182774784.0
3.7990     6094892989584804675584.0000      -0.9123 6094892989584804675584.0000  4715221343561354571677696.0
3.8000     6070992667848856305664.0000      -0.1021 6070992667848856305664.0000  4696731222838987943051264.0
3.8010     6047186068085376286720.0000      31.9216 6047186068085376286720.0000  4678313608696425181347840.0
3.8020     6023472822774105374720.0000      -0.2062 6023472822774105374720.0000  4659968216807202269167616.0
3.8030     5999852565835420794880.0000      -0.1288 5999852565835420794880.0000  4641694763959382022553600.0
3.8040     5976324932628711997440.0000      -0.8786 5976324932628711997440.0000  4623492968054297276186624.0
3.8050     5952889559942715932672.0000       0.0000 5952889559942715932672.0000  4605362548099072808452096.0
3.8060     5929546085991463256064.0000      -0.6326 5929546085991463256064.0000  4587303224203492699668480.0
3.8070     5906294150404761452544.0000      -0.1202 5906294150404761452544.0000  4569314717572632315691008.0
3.8080     5883133394227443007488.0000      -0.0642 5883133394227443007488.0000  4551396750506281708552192.0
3.8090     5860063459911562952704.0000      -1.2042 5860063459911562952704.0000  4533549046392905818701824.0
3.8100     5837083991309578928128.0000      -0.0049 5837083991309578928128.0000  4515771329704371865780224.0
3.8110     5814194633673663315968.0000      -0.0796 5814194633673663315968.0000  4498063325995412477706240.0
3.8120     5791395033646291222528.0000      -0.1084 5791395033646291222528.0000  4480424761896348405465088.0
3.8130     5768684839251917930496.0000      -0.0053 5768684839251917930496.0000  4462855365106648219648000.0
3.8140     5746063699899595096064.0000      -0.8994 5746063699899595096064.0000  4445354864396952313790464.0
3.8150     5723531266373174951936.0000      -0.0026 5723531266373174951936.0000  4427922989601494971449344.0
3.8160     5701087190823201669120.0000      -0.0606 5701087190823201669120.0000  4410559471611830492725248.0
3.8170     5678731126764531089408.0000      46.0693 5678731126764531089408.0000  4393264042374991727034368.0
3.8180     5656462729072495034368.0000      -0.0023 5656462729072495034368.0000  4376036434890523861319680.0
3.8190     5634281653975811883008.0000      -0.0346 5634281653975811883008.0000  4358876383204999209943040.0
3.8200     5612187559048715960320.0000       0.2715 5612187559048715960320.0000  4341783622405927487930368.0
3.8210     5590180103211865604096.0000      -0.0723 5590180103211865604096.0000  4324757888622458574995456.0
3.8220     5568258946720598065152.0000      -0.6544 5568258946720598065152.0000  4307798919016297585967104.0
3.8230     5546423751162148683776.0000      -0.0279 5546423751162148683776.0000  4290906451779550944690176.0
3.8240     5524674179453724655616.0000      -0.1132 5524674179453724655616.0000  4274080226133239251599360.0
3.8250     5503009895830990618624.0000      -0.1482 5503009895830990618624.0000  4257319982318385763450880.0
3.8260     5481430565850132250624.0000      -0.1201 5481430565850132250624.0000  4240625461597615731769344.0
3.8270     5459935856373753970688.0000      -0.0043 5459935856373753970688.0000  4223996406244246649044992.0
3.8280     5438525435576313708544.0000      -0.0543 5438525435576313708544.0000  4207432559546488726749184.0
3.8290     5417198972928973078528.0000      -0.2803 5417198972928973078528.0000  4190933665795729835163648.0
3.8300     5395956139201932558336.0000      -0.2765 5395956139201932558336.0000  4174499470288338852773888.0
3.8310     5374796606455350820864.0000      -0.0757 5374796606455350820864.0000  4158129719318639636643840.0
3.8320     5353720048035167207424.0000      -0.2262 5353720048035167207424.0000  4141824160175682817622016.0
3.8330     5332726138567244382208.0000      -0.0865 5332726138567244382208.0000  4125582541138711388618752.0
3.8340     5311814553957560221696.0000      -1.1882 5311814553957560221696.0000  4109404611477309954719744.0
3.8350     5290984971377766825984.0000      -0.9851 5290984971377766825984.0000  4093290121440232986378240.0
3.8360     5270237069269025161216.0000      -0.1573 5270237069269025161216.0000  4077238822258370494332928.0
3.8370     5249570527328851722240.0000      -1.3172 5249570527328851722240.0000  4061250466134574325825536.0
3.8380     5228985026518510993408.0000      -0.8504 5228985026518510993408.0000  4045324806249374229200896.0
3.8390     5208480249043239305216.0000      -0.2916 5208480249043239305216.0000  4029461596745680254140416.0
3.8400     5188055878359157047296.0000      -0.3345 5188055878359157047296.0000  4013660592734131059687424.0
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.0000     127418629.3044 127418629.3044       0.0000     0.0
0.0010     6239436437150707.0000   10683.0032 6239436437140024.0000  482704518528408448.0
0.0020     3807275731691829198848.0000 59495136678.4443 3807275731632334045184.0000  294544101451712035815424.0
0.0030     15184276762093858848768.0000     393.4841 15184276762093858848768.0000  1174708497713017055608832.0
0.0040     15124733619736808521728.0000   60206.0680 15124733619736808521728.0000  1170102032986163784974336.0
0.0050     15065423968424211513344.0000  213443.2788 15065423968424211513344.0000  1165513631939152266133504.0
0.0060     15006346888079808135168.0000  138411.5637 15006346888079808135168.0000  1160943223391680896958464.0
0.0070     14947501470703398420480.0000     208.2188 14947501470703398420480.0000  1156390737097693924950016.0
0.0080     14888886808396943065088.0000   76154.9552 14888886808396943065088.0000  1151856102819039142739968.0
0.0090     14830502070799483011072.0000 16527055.7855 14830502070799466233856.0000  1147339256316101560107008.0
0.0100     15334576934934328377344.0000 24612613369.4927 15334576934909716201472.0000  1186336242187175074988032.0
0.0110     16956723571295925567488.0000  216279.4770 16956723571295925567488.0000  1311831151701502040473600.0
0.0120     16890220474588284846080.0000 1413629.0568 16890220474588282748928.0000  1306686240682643371851776.0
0.0130     16823978190284320145408.0000  818522.6893 16823978190284320145408.0000  1301561507019065453969408.0
0.0140     1582968611812562570313728.0000 957315160954.9188 1582968611811605329477632.0000  122463961177934208385941504.0
0.0150     6263102110826768394878976.0000 29715966.0650 6263102110826768394878976.0000  484535377410888963530424320.0
0.0160     6238542179942108135161856.0000 34827938.3088 6238542179942108135161856.0000  482635335679202553086607360.0
0.0170     6214078557917867191304192.0000  251916.5379 6214078557917867191304192.0000  480742744736151761175183360.0
0.0180     6189710865642007883153408.0000   21608.3810 6189710865642007883153408.0000  478857575252309958920765440.0
0.0190     6165446817055384662966272.0000 3474683404.3136 6165446817055381441740800.0000  476980424004988978879004672.0
